PORT_IATA,PORT_NAME,LAT_DEC,LONG_DEC,CITY_NAME,ACTIVE
YVR,Vancouver International Apt,49.19388,-123.18444,Vancouver,Y
CXH,Vancouver Coal Harbour SPB,49.29165,-123.12118,Vancouver,Y
YGP,Gaspe,48.77527,-64.4786,Gaspe,Y
XDQ,London Rail Station,43.0361,-81.15277,London,Y
YXU,London International,43.03555,-81.15388,London,Y
NON,Nonouti,-0.63969,174.4279,Nonouti,Y
BTN,Marlboro Co. Jetport,34.61666,-79.68333,Bennettsville,Y
ZPH,Zephyrhills Municipal,28.23333,-82.16666,Zephyrhills,Y
NAM,Namlea,-3.23696,127.10024,Namlea,Y
CHG,Chaoyang,41.54136,120.4338,Chaoyang,Y
ABU,Haliwen,-9.07479,124.90377,Atambua,Y
AUN,Auburn Municipal,38.9,-121.06666,Auburn,Y
AKL,Auckland International Apt,-37.00972,174.79166,Auckland,Y
ATL,Atlanta Hartsfield-Jackson Intl Apt,33.63666,-84.42804,Atlanta,Y
PDK,Atlanta De Kalb-Peachtree,33.88333,-84.3,Atlanta,Y
FTY,Atlanta Fulton County Apt,33.77822,-84.52675,Atlanta,Y
WDH,Windhoek Hosea Kutako International,-22.47999,17.47082,Windhoek,Y
ERS,Windhoek Eros Apt,-22.61222,17.08054,Windhoek,Y
SKX,Saransk,54.12583,45.2131,Saransk,Y
YZA,Ashcroft,50.72095,-121.27949,Ashcroft,Y
AMM,Amman Queen Alia International Apt,31.72249,35.99333,Amman,Y
THD,Tho Xuan,19.9025,105.46916,Thanh Hoe,Y
FNA,Freetown Lungi International Apt,8.61638,-13.19555,Freetown,Y
CWB,Curitiba Afonso Pena Intl,-25.5286,-49.17582,Curitiba,Y
MSQ,Minsk International Apt,53.88249,28.03082,Minsk,Y
DIK,T. Roosevelt Regional,46.8,-102.8,Dickinson,Y
LND,Lander,42.8,-108.67499,Lander,Y
BET,Bethel Apt,60.77971,-161.83805,Bethel,Y
RCY,Port Nelson,23.65139,-74.845,Rum Cay,Y
RWL,Rawlins Municipal (Harvey Fld),41.8,-107.2,Rawlins,Y
NEW,New Orleans Lakefront Apt,30.04317,-90.02977,New Orleans,Y
MSY,New Orleans Louis Armstrong Intl Apt,29.99333,-90.25805,New Orleans,Y
ENV,Wendover,40.73333,-114.03333,Wendover,Y
JPR,Jose Coleto,-10.87078,-61.84674,Ji-Parana,Y
NDU,Rundu,-17.95593,19.7227,Rundu,Y
NYU,Bagan/Nyaung-U,21.17743,94.93036,Bagan/Nyaung-U,Y
RNJ,Yoron,27.04384,128.4017,Yoron,Y
RUP,Rupsi,26.1411,89.90658,Rupsi,Y
SRV,Stony River,61.78908,-156.58899,Stony River,Y
LZB,Leon Bus Station,42.59194,-5.57833,Leon Bus Station,Y
WBW,Wilkes-Barre/Scranton Wyoming Valley,41.23333,-75.88333,Wilkes-Barre/Scranton,Y
AVP,Wilkes-Barre/Scranton International Apt,41.3386,-75.72332,Wilkes-Barre/Scranton,Y
CSA,Colonsay,56.05752,-6.24294,Colonsay,Y
PVS,Provideniya Bay,64.37954,-173.24249,Provideniya,Y
TSU,Tabiteuea South,-1.4745,175.06452,Tabiteuea South,Y
KNK,Kokhanok,59.43329,-154.80359,Kokhanok,Y
RBK,French Valley,33.57689,-117.12902,Murrieta/Temecula,Y
RMS,Ramstein Air Base,49.43694,7.60027,Ramstein,Y
OGL,Ogle,6.80677,-58.10647,Georgetown,Y
EKX,Regional-Addington Fld,37.7,-85.86666,Elizabethtown,Y
BQW,Balgo Hill,-20.13333,127.8,Balgo Hill,Y
NCN,Chenega Bay,60.0794,-147.99491,Chenega,Y
TEK,Tatitlek,60.87134,-146.68951,Tatitlek,Y
RHD,Termas de Rio Hondo,-27.47359,-64.90649,Termas de Rio Hondo,Y
FDY,Findlay,41.01666,-83.66666,Findlay,Y
FLP,Marion County Regional,36.3,-92.58333,Flippin,Y
JGD,Jiagedaqi,50.37783,124.11552,Jiagedaqi,Y
YFJ,Snare Lake,64.19055,-114.07554,Snare Lake,Y
SQL,San Carlos,37.51257,-122.25041,San Carlos,Y
WJF,General William J Fox Apt,34.7409,-118.21853,Lancaster,Y
RWF,Redwood Falls Municipal,44.53333,-95.11666,Redwood Falls,Y
ZVR,Hannover Hbf Rail Station,52.377,9.74168,Hannover,Y
HAJ,Hannover,52.46032,9.68942,Hannover,Y
BJV,Bodrum Milas Airport,37.25055,27.66444,Bodrum,Y
TFN,Tenerife Norte,28.48277,-16.34166,Tenerife,Y
TFS,Tenerife Sur Apt,28.04444,-16.57249,Tenerife,Y
NLO,Kinshasa N'dolo Apt,-4.31666,15.31666,Kinshasa,Y
FIH,Kinshasa N'Djili Intl Apt,-4.38583,15.44444,Kinshasa,Y
CHU,Chuathbaluk,61.58451,-159.23777,Chuathbaluk,Y
OSJ,Ol Seki,-1.3784,35.37808,Maasai Mara,Y
ABF,Abaiang,1.38157,173.14747,Abaiang,Y
ADT,Ada Municipal,34.8,-96.66666,Ada,Y
VJI,Abingdon,36.68606,-82.03521,Abingdon,Y
LDX,St-Laurent du Maroni,5.48333,-54.03333,St-Laurent du Maroni,Y
YSG,Lutselke Snowdrift,62.41769,-110.68236,Lutselke Snowdrift,Y
ANV,Anvik,62.64901,-160.18954,Anvik,Y
WPU,Guardiamarina Zanartu,-54.93106,-67.62663,Puerto Williams,Y
HIJ,Hiroshima,34.4361,132.91943,Hiroshima,Y
NER,Chulman,56.91117,124.9029,Neryungri,Y
USK,Usinsk,66.00438,57.36713,Usinsk,Y
DNN,Dalton Municipal Airport,34.71666,-84.86666,Dalton,Y
KOM,Komo-Manda,-6.14809,143.65723,Komo-Manda,Y
ADS,Dallas Addison Apt,32.97016,-96.83712,Dallas,Y
DFW,Dallas Dallas/Fort Worth Intl Apt,32.89694,-97.03805,Dallas,Y
DAL,Dallas Love Field,32.84721,-96.85166,Dallas,Y
FDK,Frederick,39.41666,-77.41666,Frederick,Y
SQA,Santa Ynez,34.60697,-120.07697,Santa Ynez,Y
APA,Denver Centennial Airport,39.57189,-104.85084,Denver,Y
DEN,Denver Intl Apt,39.86166,-104.67304,Denver,Y
BJC,Denver Rocky Mountain Metrop.,39.90904,-105.11584,Denver,Y
SZE,Semera,11.78633,40.99281,Semera,Y
SMO,Santa Monica Municipal,34.015,-118.45166,Santa Monica,Y
BYP,Barimunya,-22.6725,119.16583,Barimunya,Y
YAV,Miner's Bay,48.85235,-123.30144,Miner's Bay,Y
CYS,Cheyenne Regional Apt,41.15583,-104.81194,Cheyenne,Y
ISC,Isles of Scilly St Mary's Apt,49.91333,-6.29166,Isles of Scilly,Y
MKE,Milwaukee General Mitchell Intl Apt,42.94721,-87.89666,Milwaukee,Y
EBJ,Esbjerg Airport,55.52582,8.55333,Esbjerg,Y
ORT,Northway,62.96114,-141.92811,Northway,Y
ZVJ,Abu Dhabi Bus Station,24.47,54.33,Abu Dhabi,Y
AUH,Abu Dhabi International Apt,24.43304,54.65111,Abu Dhabi,Y
AZI,Abu Dhabi Bateen Apt,24.42756,54.45909,Abu Dhabi,Y
AUM,Austin Municipal,43.66666,-92.93333,Austin,Y
BML,Berlin Regional,44.48333,-71.16666,Berlin,Y
ADM,Ardmore Municipal Airport,34.3,-97.01666,Ardmore,Y
DNL,Augusta Daniel Field,33.46666,-82.03333,Augusta,Y
AGS,Augusta Regional (Bush Field),33.36999,-81.96444,Augusta,Y
AUS,Austin-Bergstrom International Apt,30.19444,-97.66999,Austin,Y
CGE,Cambridge-Dorchester,38.55,-76.03333,Cambridge,Y
ABI,Abilene Regional Apt,32.41138,-99.68193,Abilene,Y
BHX,Birmingham Airport,52.45361,-1.74777,Birmingham,Y
LUK,Cincinnati Municipal (Lunken Fld) Apt,39.1,-84.41666,Cincinnati,Y
CVG,Cincinnati Northern Kentucky Intl,39.04888,-84.66777,Cincinnati,Y
SSI,Brunswick McKinnon St Simon Is. Apt,31.15,-81.38333,Brunswick,Y
BQK,Brunswick Golden Isles,31.25888,-81.46638,Brunswick,Y
CAE,Columbia Metropolitan Apt,33.93888,-81.11943,Columbia,Y
OSU,Columbus Ohio State University Apt,40.08333,-83.06666,Columbus,Y
LCK,Columbus Rickenbacker Intl Apt,39.81388,-82.92777,Columbus,Y
CMH,Columbus John Glenn Intl Apt,39.99805,-82.89194,Columbus,Y
COS,Colorado Springs Municipal,38.80583,-104.70083,Colorado Springs,Y
CSG,Columbus Apt,32.5143,-84.94017,Columbus,Y
EIN,Eindhoven Airport,51.45,5.37443,Eindhoven,Y
UBS,Columbus Lowndes County Apt,33.5,-88.41666,Columbus,Y
GTR,Columbus Golden Triangle Regional Apt,33.46573,-88.38075,Columbus,Y
AMK,Durango Animas Air Park,37.15277,-107.75277,Durango,Y
DRO,Durango La Plata County Apt,37.15198,-107.7536,Durango,Y
DUG,Douglas/Bisbee Bisbee-Douglas Intl,31.46666,-109.6,Douglas/Bisbee,Y
FAI,Fairbanks International Apt,64.815,-147.85638,Fairbanks,Y
FNL,Fort Collins/Loveland Municipal Apt,40.45166,-105.01166,Fort Collins/Loveland,Y
FRA,Frankfurt International Apt,50.03304,8.57054,Frankfurt,Y
HHN,Frankfurt Hahn Airport,49.9486,7.26388,Frankfurt,Y
ZRB,Frankfurt Hbf Rail Station,50.10666,8.66298,Frankfurt,Y
FLL,Fort Lauderdale/Hollywood Intl Apt,26.07249,-80.15277,Fort Lauderdale,Y
FXE,Fort Lauderdale Executive Apt,26.19596,-80.16967,Fort Lauderdale,Y
ZGG,Glasgow Central Rail Station,55.85922,-4.25785,Glasgow,Y
PIK,Glasgow Prestwick Apt,55.50944,-4.58666,Glasgow,Y
GLA,Glasgow International Airport,55.87193,-4.43333,Glasgow,Y
GDC,Greenville/Spartanburg Donaldson Fld,34.84782,-82.34843,Greenville/Spartanburg,Y
GSP,Greenville/Spartanburg Intl Apt,34.89555,-82.21888,Greenville/Spartanburg,Y
SPA,Greenville/Spartanburg Downtown Mem.,34.95,-81.91666,Greenville/Spartanburg,Y
GMU,Greenville/Spartanburg Downtown Apt,34.86943,-82.41666,Greenville/Spartanburg,Y
SBO,Salina/Gunnison,39.02916,-111.83749,Salina/Gunnison,Y
ELP,El Paso International Apt,31.80237,-106.39818,El Paso,Y
ZUG,Harrisburg Rail Station,40.26166,-76.8786,Harrisburg,Y
MDT,Harrisburg International Apt,40.1936,-76.76333,Harrisburg,Y
HAR,Harrisburg Capital City,40.26666,-76.86666,Harrisburg,Y
ZRT,Hartford CT Rail Station,41.76891,-72.68098,Hartford,Y
BDL,Hartford Bradley International Apt,41.93888,-72.68333,Hartford,Y
HFD,Hartford Brainard Apt,41.73721,-72.64849,Hartford,Y
HOB,Hobbs Lea County Regional Apt,32.6881,-103.21473,Hobbs,Y
HOU,Houston William P. Hobby Apt,29.64555,-95.27888,Houston,Y
IAH,Houston George Bush Intercont.,29.98444,-95.34138,Houston,Y
DWH,Houston David Wayne Hooks Mem.,30.06111,-95.55444,Houston,Y
EFD,Houston Ellington,29.60546,-95.15526,Houston,Y
IWS,Houston West Houston Apt,29.8182,-95.6726,Houston,Y
SGR,Houston Sugar Land Regional,29.61666,-95.63333,Houston,Y
HSV,Huntsville Intl-Carl T. Jones Field,34.63721,-86.77499,Huntsville,Y
IPL,Imperial County Apt,32.83488,-115.57464,Imperial/El Centro,Y
AGC,Pittsburgh Allegheny County Apt,40.35444,-79.92947,Pittsburgh,Y
PIT,Pittsburgh International Apt,40.49138,-80.23277,Pittsburgh,Y
SPB,St Thomas Charlotte Amalie SPB,18.33751,-64.93949,St Thomas Island,Y
STT,St Thomas Cyril E King Apt,18.33721,-64.97332,St Thomas Island,Y
SSB,St Croix SPB,17.74768,-64.70539,St Croix Island,Y
STX,St Croix Henry E. Rohlsen Apt,17.70194,-64.7986,St Croix Island,Y
ADQ,Kodiak Apt,57.75,-152.49388,Kodiak,Y
ILE,Killeen/Fort Hood Skylark Field Apt,31.08499,-97.68666,Killeen/Fort Hood,Y
GRK,Killeen/Fort Hood Regional/R. Gray AAF,31.06721,-97.82888,Killeen/Fort Hood,Y
KIN,Norman Manley Intl,17.93555,-76.78749,Kingston,Y
SJO,San Jose Juan Santamaria Apt,9.99388,-84.20888,San Jose,Y
LVS,Las Vegas Municipal,35.65,-105.15,Las Vegas,Y
LXN,Jim Kelly Field,40.78333,-99.75,Lexington,Y
MJQ,Jackson Municipal,43.61666,-95.01666,Jackson,Y
CWA,Wausau Central Wisconsin Apt,44.78333,-89.66666,Wausau,Y
AUW,Wausau Downtown Apt,44.92832,-89.62666,Wausau,Y
ANR,Antwerp International,51.18944,4.46027,Antwerp,Y
AEP,Buenos Aires Aeroparque J. Newbery,-34.55888,-58.41638,Buenos Aires,Y
EZE,Buenos Aires Ministro Pistarini,-34.82221,-58.53583,Buenos Aires,Y
AKC,Akron/Canton Akron Fulton Intl,41.03685,-81.4687,Akron/Canton,Y
CAK,Akron/Canton Regional,40.91611,-81.44221,Akron/Canton,Y
CHA,Chattanooga Metropolitan Apt,35.03527,-85.20388,Chattanooga,Y
IEV,Kyiv Zhuliany Intl Apt,50.40166,30.44971,Kyiv,Y
KBP,Kyiv Borispol Intl Apt,50.34499,30.89471,Kyiv,Y
HKS,Jackson Hawkins Field,32.33623,-90.22387,Jackson,Y
JAN,Jackson Medgar W. Evers Intl Apt,32.31111,-90.07582,Jackson,Y
JAX,Jacksonville International Apt,30.49416,-81.68777,Jacksonville,Y
CRG,Jacksonville Executive (Craig) Apt,30.33366,-81.51327,Jacksonville,Y
VQQ,Jacksonville Cecil Apt,30.5,-81.68333,Jacksonville,Y
UDD,Palm Springs Bermuda Dunes Apt,33.74927,-116.27704,Palm Springs,Y
PSP,Palm Springs International Apt,33.82971,-116.50666,Palm Springs,Y
RAP,Rapid City Regional Apt,44.04299,-103.05681,Rapid City,Y
MHR,Sacramento Mather,38.55475,-121.29622,Sacramento,Y
SMF,Sacramento International Apt,38.69555,-121.59083,Sacramento,Y
SCK,Sacramento Stockton Metropolitan,37.89416,-121.23833,Sacramento,Y
MCC,Sacramento McClellan,38.66943,-121.4,Sacramento,Y
SAC,Sacramento Executive Apt,38.51666,-121.5,Sacramento,Y
SJC,San Jose Norman Y. Mineta Intl,37.3625,-121.92888,San Jose,Y
RHV,San Jose Reid-Hillview Apt,37.3648,-121.93168,San Jose,Y
SUS,St Louis Spirit of St Louis Apt,38.66166,-90.65166,St Louis,Y
STL,St Louis Lambert Intl Apt,38.7486,-90.36999,St Louis,Y
CPS,St Louis Bi-State Parks Airport,38.56881,-90.15396,St Louis,Y
XEV,Stockholm C Rail Station,59.33035,18.05864,Stockholm,Y
NYO,Stockholm Skavsta Airport,58.7886,16.91222,Stockholm,Y
ARN,Stockholm Arlanda Apt,59.65194,17.9186,Stockholm,Y
VST,Stockholm Vasteras Apt,59.58944,16.6336,Stockholm,Y
BMA,Stockholm Bromma Apt,59.35444,17.94166,Stockholm,Y
ZWS,Stuttgart Hbf Rail Station,48.78353,9.18127,Stuttgart,Y
STR,Stuttgart Airport,48.68999,9.22193,Stuttgart,Y
TOL,Toledo Express Apt,41.58694,-83.80777,Toledo,Y
DCA,Washington Ronald Reagan National Apt,38.85222,-77.03777,Washington,Y
IAD,Washington Dulles International Apt,38.94444,-77.45583,Washington,Y
ZWU,Washington DC Rail Station,38.89739,-77.00624,Washington,Y
YAZ,Tofino,49.08221,-125.77249,Tofino,Y
YYJ,Victoria International Apt,48.64694,-123.42582,Victoria,Y
YWH,Victoria Inner Harbour Apt,48.42371,-123.37278,Victoria,Y
YYQ,Churchill Airport,58.73658,-94.06843,Churchill,Y
SBD,San Bernardino International Apt,34.09566,-117.23595,San Bernardino,Y
LSQ,Maria Dolores,-37.41666,-72.35,Los Angeles,Y
OPF,Miami Opa-Locka Executive Apt,25.80277,-80.28333,Miami,Y
MIA,Miami International Apt,25.79333,-80.29055,Miami,Y
TMB,Miami Executive Apt,25.6479,-80.4328,Miami,Y
MNL,Manila Ninoy Aquino International Apt,14.50861,121.01943,Manila,Y
MYV,Marysville Yuba County Apt,39.1,-121.56666,Marysville,Y
AVW,Tucson Marana Regional,32.40904,-111.21628,Tucson,Y
TUS,Tucson International Apt,32.11611,-110.9411,Tucson,Y
MCN,Macon Middle Georgia Regional Apt,32.69602,-83.64779,Macon,Y
MGR,Moultrie Municipal Apt,31.08333,-83.8,Moultrie,Y
MIC,Minneapolis/St Paul Crystal Apt,45.05277,-93.35,Minneapolis/St Paul,Y
MSP,Minneapolis/St Paul International Apt,44.88193,-93.22166,Minneapolis/St Paul,Y
STP,Minneapolis/St Paul Downtown Apt,44.93333,-93.06666,Minneapolis/St Paul,Y
FCM,Minneapolis/St Paul Flying Cloud Apt,44.82753,-93.45975,Minneapolis/St Paul,Y
ZMU,Munich Hbf Rail Station,48.14088,11.55434,Munich,Y
MUC,Munich International Airport,48.35388,11.7861,Munich,Y
AGB,Munich Augsburg Airport,48.42527,10.93166,Munich,Y
DRK,Drake Bay,8.71913,-83.64193,Drake Bay,Y
OAK,Oakland International Apt,37.72138,-122.22082,Oakland,Y
OKA,Okinawa Naha Apt,26.19583,127.64583,Okinawa,Y
ORF,Norfolk International Apt,36.89471,-76.20111,Norfolk,Y
ORL,Orlando Executive Apt,28.54588,-81.33146,Orlando,Y
SFB,Orlando Sanford International Airport,28.77777,-81.23749,Orlando,Y
MCO,Orlando International Apt,28.42943,-81.30888,Orlando,Y
ISM,Orlando Kissimmee Gateway,28.29037,-81.43758,Orlando,Y
ORN,Oran Ahmed Ben Bella Apt,35.62388,-0.6211,Oran,Y
PBI,West Palm Beach International Apt,26.68304,-80.09555,West Palm Beach,Y
PNS,Pensacola International,30.47332,-87.18666,Pensacola,Y
YMY,Montreal Downtown Rail Station,45.5,-73.56666,Montreal,Y
YUL,Montreal Pierre Elliott Trudeau Int Apt,45.47054,-73.74083,Montreal,Y
YMX,Montreal Mirabel Intl Apt,45.67286,-74.03354,Montreal,Y
YHU,Montreal St Hubert Apt,45.51628,-73.42079,Montreal,Y
HAH,Moroni Prince Said Ibrahim,-11.5336,43.27193,Moroni,Y
EGE,Vail/Eagle County Rgnl Apt,39.64249,-106.91777,Vail,Y
ZWI,Wilmington Rail Station,39.73674,-75.55101,Wilmington,Y
ILG,Wilmington New Castle Apt,39.6786,-75.60666,Wilmington,Y
SAV,Savannah Hilton Head International Apt,32.12749,-81.20222,Savannah,Y
TOP,Topeka Phillip Billard Muni Apt,39.06666,-95.61666,Topeka,Y
FOE,Topeka Forbes AFB,38.95083,-95.66361,Topeka,Y
DSI,Destin/Ft Walton Beach Destin Exec Apt,30.39986,-86.47134,Destin/Ft Walton Beach,Y
VPS,Destin/Ft Walton Beach Apt,30.48666,-86.51999,Destin/Ft Walton Beach,Y
YPR,Prince Rupert Digby Island Apt,54.2861,-130.44471,Prince Rupert,Y
ACT,Waco Regional Apt,31.61138,-97.23054,Waco,Y
XDB,Lille Europe Rail Station,50.63862,3.07605,Lille,Y
LIL,Lille Lesquin Airport,50.56333,3.08694,Lille,Y
XFA,Lille Flandres Rail Station,50.63638,3.07083,Lille,Y
SEA,Seattle-Tacoma International Apt,47.44888,-122.30944,Seattle,Y
BFI,Seattle Boeing Fld-King Co Int,47.52999,-122.30194,Seattle,Y
SHV,Shreveport Regional Apt,32.44717,-93.82881,Shreveport,Y
NSI,Yaounde Nsimalen Intl Apt,3.72249,11.55333,Yaounde,Y
YQM,Greater Moncton International Airport,46.10668,-64.69242,Moncton,Y
CDV,Cordova Merle K (Mudhole) Smith Apt,60.49166,-145.47749,Cordova,Y
ONP,Newport Municipal,44.58333,-124.05,Newport,Y
CIZ,Coari,-4.13399,-63.13228,Coari,Y
KCO,Kocaeli,40.73333,30.08333,Kocaeli,Y
TSY,Wiriadinata,-7.34699,108.24622,Tasikmalaya,Y
AAL,Aalborg Airport,57.09277,9.84916,Aalborg,Y
AAR,Aarhus Tirstrup Airport,56.30371,10.61923,Aarhus,Y
KUL,Kuala Lumpur International Airport,2.74555,101.71472,Kuala Lumpur,Y
SZB,Kuala Lumpur Sultan Abdul Aziz Shah Apt,3.12155,101.5544,Kuala Lumpur,Y
KTU,Kota,25.16666,75.85,Kota,Y
KNB,Kanab Municipal,37.25,-112.83333,Kanab,Y
RHP,Ramechhap,27.4,86.08333,Ramechhap,Y
PAB,Bilaspur,22,82.06666,Bilaspur,Y
MTY,Monterrey Mariano Escobedo Intl,25.7786,-100.10694,Monterrey,Y
IKO,Air Station,52.9416,-168.85059,Nikolski,Y
KQA,Akutan,54.13301,-165.78064,Akutan,Y
KIE,Kieta,-6.30592,155.72846,Kieta,Y
AVX,Catalina,33.40476,-118.41607,Avalon,Y
IZT,Ixtepec,16.44882,-95.09364,Ixtepec,Y
SGD,Sonderborg Airport,54.96444,9.79166,Sonderborg,Y
QDV,Cmt.Rolim Adolfo Amaro,-23.18167,-46.94361,Jundiai,Y
QGL,St Gallen Rail Station,47.46666,9.4,St Gallen Rail Station,Y
QGN,Tarragona/Camp Rail Station,41.19194,1.27277,Tarragona/Camp Rail Station,Y
QIJ,Gijon Rail Station,43.53724,-5.67586,Gijon Rail Station,Y
LWC,Lawrence Municipal,38.95,-95.28333,Lawrence,Y
ZLY,Albany Rensselaer Rail Station,42.64086,-73.7411,Albany,Y
ALB,Albany International Airport,42.74833,-73.80166,Albany,Y
TTN,Philadelphia Trenton-Mercer Apt,40.27679,-74.81193,Philadelphia,Y
PHL,Philadelphia International Apt,39.87193,-75.2411,Philadelphia,Y
PNE,Philadelphia NE Philadelphia Apt,40.08215,-75.01289,Philadelphia,Y
ZTN,Philadelphia Trenton Rail Station,40.21847,-74.73305,Philadelphia,Y
ZFV,Philadelphia 30th Street Rail Station,39.95566,-75.18196,Philadelphia,Y
BBX,Philadelphia Wings Field,40.13746,-75.26532,Philadelphia,Y
AKR,Akure,7.24859,5.30175,Akure,Y
SIS,Sishen,-27.65,23,Sishen,Y
MBQ,Mbarara,-0.55,30.6,Mbarara,Y
MYQ,Mandakalli,12.23157,76.65713,Mysore,Y
MZH,Merzifon,40.82852,35.52027,Amasya,Y
YQB,Quebec International Airport,46.7911,-71.39333,Quebec,Y
XLJ,Quebec Rail Station,46.81738,-71.21384,Quebec,Y
HUV,Hudiksvall,61.76692,17.08412,Hudiksvall,Y
INQ,Inisheer,53.05861,-9.50611,Inisheer,Y
VSE,Viseu,40.73315,-7.88346,Viseu,Y
LVK,Livermore Municipal,37.68333,-121.76666,Livermore,Y
WJR,Wajir,1.78446,39.93267,Wajir,Y
ZME,Iselin Metropark Rail Station,40.56815,-74.3296,Iselin Metropark Rail Station,Y
QLP,La Spezia Railway Station,44.11666,9.83333,La Spezia Railway Station,Y
QPA,Padova Central Rail Station,45.41726,11.88026,Padova Central Rail Station,Y
QQX,Bath Spa Rail Station,51.37763,-2.35698,Bath Spa Rail Station,Y
QQY,York Rail Station,53.96666,-1.08333,York Rail Station,Y
LGB,Daugherty Field,33.81777,-118.15166,Long Beach,Y
CJF,Coondewanna,-22.965,118.8125,Coondewanna,Y
QUO,Akwa Ibom Intl,4.87368,8.09123,Uyo,Y
TVS,Sannuhe,39.71932,117.99332,Tangshan,Y
WLP,West Angelas,-23.13694,118.70674,West Angelas,Y
SWL,San Vicente,10.52466,119.27317,San Vicente,Y
KFS,Kastamonu,41.31496,33.79592,Kastamonu,Y
NGY,Nagoya EK Bus Station,35.17086,136.88277,Nagoya EK Bus Station,Y
RQA,Loulan,38.97472,88.00833,Ruoqiang,Y
ZEP,London Victoria Rail Station,51.49496,-0.14457,London Victoria Rail Station,Y
ZFC,Bradford Bus Station,53.79102,-1.75102,Bradford Bus Station,Y
ZFG,Doncaster/Sheffield Bus Station,53.38333,-1.5,Doncaster/Sheffield Bus Station,Y
ZIV,Inverness Rail Station,57.45,-4.25,Inverness Rail Station,Y
LUW,S.Aminuddin Amir,-1.03803,122.77251,Luwuk,Y
ZLZ,Leeds/Bradford Bus Station,53.79716,-1.53595,Leeds/Bradford Bus Station,Y
ZXE,Edinburgh Waverley Rail Station,55.95199,-3.18932,Edinburgh Waverley Rail Station,Y
XNA,Fayetteville/Springdale NW Arkansas Reg,36.28075,-94.30458,Fayetteville/Springdale,Y
SPZ,Fayetteville/Springdale Municipal,36.18333,-94.13333,Fayetteville/Springdale,Y
FYV,Fayetteville/Springdale Drake Field,36.00551,-94.17004,Fayetteville/Springdale,Y
AOH,Allen County,40.71666,-84.03333,Lima,Y
APT,Marion County,35.06666,-85.63333,Jasper,Y
AQI,Hafar al Batin,28.33502,46.12482,Qaisumah,Y
ARB,Ann Arbor Municipal,42.22351,-83.74556,Ann Arbor,Y
JRG,Veer Surendra Sai,21.91323,84.05094,Jharsuguda,Y
ASH,Boire Field,42.78333,-71.51666,Nashua,Y
AST,Astoria Regional,46.15911,-123.88084,Astoria,Y
ASX,John F Kennedy Memorial,46.55,-90.91666,Ashland,Y
ATT,Atmautluak,60.86678,-162.27377,Atmautluak,Y
ATW,Appleton International,44.26666,-88.51666,Appleton,Y
AUG,Augusta State,44.31794,-69.79684,Augusta,Y
AUK,Alakanuk Municipal,62.67876,-164.65075,Alakanuk,Y
AUO,Auburn University Regional,32.61666,-85.43333,Auburn,Y
AUZ,Aurora Municipal,41.76666,-88.31666,Aurora,Y
AWA,Awasa,7.06744,38.49028,Awasa,Y
AYS,Ware County,31.25,-82.4,Waycross,Y
BAM,Battle Mountain,40.63333,-116.93333,Battle Mountain,Y
BCB,Virginia Technical,37.20831,-80.40911,Blacksburg,Y
BCT,Boca Raton,26.37864,-80.10737,Boca Raton,Y
BEJ,Kalimarau,2.15519,117.43259,Tanjung Redeb,Y
BGD,Hutchinson County,35.65,-101.4,Borger,Y
BGX,Gustavo Kraemer,-31.38333,-54.11666,Bage,Y
BID,Block Island State,41.16802,-71.57874,Block Island,Y
BIH,Bishop,37.37357,-118.36525,Bishop,Y
BJI,Bemidji Regional,47.50953,-94.9329,Bemidji,Y
BKD,Stephens County,32.75,-98.9,Breckenridge,Y
BKE,Baker City Municipal,44.83333,-117.81666,Baker City,Y
BKX,Brookings Regional,44.30442,-96.81834,Brookings,Y
LAW,Lawton/Fort Sill Regional,34.56659,-98.41623,Lawton/Fort Sill,Y
LCI,Laconia Municipal,43.57207,-71.42072,Laconia,Y
LEW,Lewiston/Auburn Municipal,44.05,-70.28333,Lewiston/Auburn,Y
LGC,Callaway,33.01666,-85.08333,La Grange,Y
LGU,Logan-Cache,41.78333,-111.85,Logan,Y
LIQ,Lisala,2.17086,21.49689,Lisala,Y
LJA,Lodja,-3.46276,23.61822,Lodja,Y
LLY,South Jersey Regional,39.98333,-74.78333,Mount Holly,Y
LNV,Lihir Island,-3.04243,152.6277,Lihir Island,Y
LOT,Lewis University,41.6,-88.05,Romeoville,Y
LOZ,Magee Field,37.08333,-84.06666,London/Corbin,Y
LSA,Losuia,-8.50636,151.08107,Losuia,Y
LUP,Kalaupapa Municipal,21.21004,-156.97547,Kalaupapa,Y
LWB,Greenbrier Valley,37.85584,-80.40172,Lewisburg,Y
LWM,Lawrence Municipal,42.71736,-71.12207,Lawrence,Y
LWS,Nez Perce County,46.37528,-117.0135,Lewiston,Y
LWV,Vincennes International,38.76666,-87.6,Lawrenceville,Y
MAS,Momote,-2.06495,147.42482,Manus Island,Y
MAT,Tshimpi,-5.8,13.43333,Matadi,Y
MAW,Malden Regional,36.6,-89.98333,Malden,Y
MBL,Manistee Co.Blacker,44.27278,-86.25205,Manistee,Y
MCB,Pike County,31.17849,-90.47212,McComb,Y
MCK,Ben Nelson Regional,40.20776,-100.59256,McCook,Y
MCW,Mason City Municipal,43.15564,-93.33582,Mason City,Y
MDH,Southern Illinois,37.78333,-89.25,Carbondale/Murphysboro,Y
MEN,Brenoux,44.50416,3.5275,Mende,Y
